cust_id,gender,age,province,religion,work_type,work_sector,tenure
154263,F,54,ZUI,U,Part-time,Retail,243
154264,M,50,LIM,O,Full-time,Public Sector,19
154265,M,44,GRO,J,Unemployed,,105
154266,F,73,NOB,J,Self-employed,Technology,172
154267,M,37,UTR,J,Full-time,Healthcare,64
154268,M,60,ZUI,M,Full-time,Retail,139
154269,F,61,ZUI,C,Full-time,Manufacturing,285
154270,M,42,UTR,C,Self-employed,Manufacturing,40
154271,M,65,OVE,M,Retired,,271
154272,F,31,NOB,C,Full-time,Education,90
154273,F,68,GEL,J,Retired,,143
154274,M,38,UTR,U,Part-time,Education,50
154275,F,60,ZUI,M,Full-time,Finance,243
154276,M,26,UTR,U,Full-time,Manufacturing,90
154277,F,43,ZUI,C,Unemployed,,39
154278,M,29,ZUI,U,Full-time,Technology,54
154279,F,37,ZUI,C,Part-time,Healthcare,214
154280,M,25,ZUI,C,Part-time,Public Sector,84
154281,F,32,NOH,U,Full-time,Healthcare,168
154282,F,27,ZUI,U,Full-time,Education,82
154283,M,21,ZUI,U,Student,,37
154284,F,31,ZUI,C,Part-time,Retail,156
154285,F,66,DRE,C,Retired,,198
154286,M,59,NOB,U,Full-time,Retail,93
154287,M,60,OVE,U,Full-time,Public Sector,112
154288,M,27,GEL,C,Full-time,Education,108
154289,M,27,LIM,M,Full-time,Public Sector,61
154290,M,50,LIM,C,Part-time,Retail,174
154292,M,50,LIM,J,Part-time,Technology,87
154293,M,38,NOH,U,Part-time,Technology,240
154295,M,38,OVE,U,Full-time,Finance,56
154296,M,41,NOH,O,Unemployed,,168
154297,F,45,ZUI,C,Part-time,Healthcare,243
154298,F,33,GRO,C,Full-time,Public Sector,166
154300,F,32,UTR,U,Full-time,Public Sector,56
154301,F,23,OVE,M,Part-time,Public Sector,60
154302,F,26,OVE,J,Full-time,Public Sector,96
154303,F,56,GEL,C,Full-time,Technology,68
154305,F,33,ZUI,U,Full-time,Healthcare,62
154306,M,22,GEL,J,Student,,31
154308,F,36,GEL,C,Full-time,Finance,81
154309,M,61,ZUI,J,Unemployed,,84
154311,M,44,ZUI,M,Self-employed,Technology,99
154312,M,40,NOB,U,Full-time,Finance,240
154313,F,34,ZUI,U,Self-employed,Manufacturing,76
154314,F,53,UTR,C,Self-employed,Finance,202
154315,F,51,NOH,U,Part-time,Retail,121
154316,M,55,GRO,J,Full-time,Retail,48
154317,M,61,FRI,U,Part-time,Technology,190
154318,F,46,NOH,O,Part-time,Retail,263
154319,M,49,OVE,C,Full-time,Retail,252
154320,F,30,LIM,C,Unemployed,,133
154321,F,62,ZUI,J,Full-time,Healthcare,119
154322,F,28,FLE,C,Full-time,Healthcare,120
154323,F,59,UTR,C,Self-employed,Public Sector,140
154324,F,45,GEL,U,Self-employed,Technology,165
154325,M,56,ZUI,M,Part-time,Retail,90
154326,F,25,LIM,C,Part-time,Manufacturing,78
154327,M,64,FLE,C,Unemployed,,34
154328,F,31,ZUI,U,Part-time,Retail,28
154329,F,26,ZUI,U,Full-time,Public Sector,96
154330,F,52,GEL,U,Part-time,Healthcare,129
154331,F,48,FRI,J,Self-employed,Manufacturing,243
154333,F,28,GEL,C,Full-time,Healthcare,120
154334,F,58,NOH,U,Part-time,Retail,134
154335,F,67,ZUI,U,Retired,,193
154336,F,19,GEL,U,Part-time,Retail,41
154337,M,61,OVE,U,Full-time,Public Sector,241
154338,F,55,NOH,C,Full-time,Healthcare,36
154339,F,30,NOB,U,Self-employed,Public Sector,27
154340,M,37,ZUI,O,Self-employed,Finance,42
154341,F,55,GEL,C,Full-time,Technology,244
154342,M,44,UTR,O,Full-time,Healthcare,115
154343,M,44,ZUI,U,Full-time,Healthcare,83
154344,M,32,GEL,U,Full-time,Technology,84
154345,M,55,LIM,J,Full-time,Public Sector,59
154346,M,21,GEL,C,Part-time,Public Sector,41
154347,F,29,GRO,M,Full-time,Education,132
154348,F,32,ZUI,C,Full-time,Finance,140
154349,M,37,GEL,U,Full-time,Healthcare,228
154350,M,41,NOH,U,Self-employed,Finance,182
154351,M,49,DRE,U,Full-time,Technology,101
154352,F,56,LIM,U,Part-time,Technology,177
154353,M,57,OVE,C,Part-time,Healthcare,212
154354,M,30,NOH,U,Self-employed,Education,144
154355,M,39,NOH,C,Full-time,Healthcare,56
154357,F,47,ZUI,M,Self-employed,Technology,173
154358,F,36,DRE,C,Part-time,Technology,65
154359,F,58,UTR,J,Part-time,Education,132
154360,M,29,OVE,M,Full-time,Public Sector,132
154361,F,30,ZUI,U,Part-time,Retail,89
154362,M,41,OVE,U,Full-time,Finance,67
154363,F,42,FRI,U,Unemployed,,234
154364,F,67,NOB,C,Retired,,227
154365,M,58,LIM,C,Self-employed,Manufacturing,221
154366,M,75,LIM,U,Retired,,180
154367,M,37,NOH,J,Full-time,Retail,123
154368,M,24,FRI,U,Full-time,Healthcare,44
154370,F,68,ZUI,U,Retired,,171
154371,M,42,DRE,U,Full-time,Healthcare,146
154372,F,45,FRI,U,Full-time,Manufacturing,192
154373,F,57,ZEE,O,Part-time,Retail,145
154374,M,46,ZUI,C,Part-time,Education,177
154375,F,32,GEL,O,Full-time,Technology,168
154376,F,45,NOH,C,Self-employed,Retail,210
154377,M,33,OVE,J,Unemployed,,36
154378,F,36,UTR,C,Full-time,Public Sector,78
154379,F,48,GEL,C,Part-time,Public Sector,204
154380,F,23,UTR,O,Full-time,Manufacturing,54
154381,F,56,ZUI,M,Part-time,Technology,258
154382,M,59,ZUI,U,Part-time,Education,189
154383,M,52,NOH,C,Full-time,Healthcare,141
154384,M,58,NOH,U,Self-employed,Healthcare,258
154385,F,44,NOH,C,Full-time,Healthcare,86
154386,F,55,ZUI,J,Full-time,Technology,245
154387,F,33,ZUI,J,Full-time,Manufacturing,99
154388,M,30,FLE,U,Full-time,Healthcare,107
154390,M,35,NOH,O,Part-time,Retail,186
154391,F,35,NOH,C,Full-time,Public Sector,195
154392,M,27,UTR,U,Part-time,Retail,108
154393,F,53,NOH,U,Part-time,Retail,229
154394,F,54,NOB,U,Full-time,Public Sector,236
154396,F,60,GEL,M,Part-time,Healthcare,110
154398,F,44,GEL,C,Full-time,Technology,61
154399,M,57,UTR,U,Full-time,Public Sector,279
154400,F,69,FLE,C,Retired,,287
154401,M,51,NOB,O,Self-employed,Manufacturing,213
154402,F,59,OVE,U,Part-time,Education,210
154403,F,27,NOH,C,Full-time,Finance,36
154404,F,31,NOB,U,Full-time,Healthcare,156
154405,F,54,ZUI,J,Full-time,Manufacturing,209
154406,M,33,ZUI,C,Full-time,Healthcare,165
154407,M,61,GRO,U,Self-employed,Public Sector,219
154408,M,37,ZUI,J,Full-time,Education,228
154409,F,42,ZUI,U,Part-time,Healthcare,206
154410,F,47,NOB,U,Full-time,Public Sector,132
154411,M,24,NOB,U,Full-time,Healthcare,60
154412,F,40,GEL,J,Full-time,Technology,143
154413,M,69,ZUI,C,Retired,,248
154414,M,25,NOB,U,Full-time,Manufacturing,84
154415,M,20,LIM,J,Part-time,Finance,28
154416,F,67,NOH,O,Retired,,157
154417,F,28,GEL,U,Full-time,Healthcare,105
154418,M,66,GRO,C,Retired,,218
154419,F,36,UTR,C,Self-employed,Technology,111
154420,M,54,NOB,J,Part-time,Retail,89
154421,F,68,UTR,C,Retired,,186
154422,M,61,NOB,U,Self-employed,Technology,188
154423,M,32,UTR,O,Part-time,Education,62
154424,F,44,NOH,C,Part-time,Public Sector,196
154425,F,24,GEL,C,Full-time,Healthcare,72
154426,F,40,LIM,U,Full-time,Education,82
154427,F,53,GEL,J,Unemployed,,276
154428,M,21,OVE,O,Student,,38
154429,F,27,UTR,U,Part-time,Retail,108
154430,F,61,GEL,U,Full-time,Manufacturing,208
154431,M,57,ZUI,U,Full-time,Technology,239
154432,M,73,NOH,C,Retired,,179
154433,F,27,NOH,U,Unemployed,,108
154434,M,25,UTR,U,Self-employed,Retail,31
154436,F,48,LIM,C,Full-time,Education,47
154437,F,33,NOB,C,Full-time,Retail,39
154438,M,50,ZUI,M,Full-time,Healthcare,205
154439,M,50,LIM,M,Part-time,Retail,264
154440,F,23,LIM,C,Part-time,Manufacturing,60
154441,M,52,LIM,C,Part-time,Education,187
154442,F,57,LIM,J,Full-time,Finance,159
154443,F,35,ZUI,C,Unemployed,,53
154444,F,58,OVE,O,Full-time,Healthcare,43
154445,M,57,ZUI,O,Unemployed,,184
154446,F,66,ZUI,C,Retired,,228
154447,F,48,NOH,U,Self-employed,Manufacturing,90
154448,F,46,LIM,M,Full-time,Technology,219
154449,F,53,NOH,U,Full-time,Finance,133
154451,M,46,NOH,M,Full-time,Education,251
154453,F,62,NOH,C,Self-employed,Manufacturing,279
154456,F,43,NOH,M,Part-time,Education,182
154457,M,24,NOB,U,Full-time,Healthcare,72
154458,M,66,ZUI,C,Retired,,253
154459,F,29,LIM,J,Full-time,Retail,68
154460,F,60,NOH,U,Full-time,Finance,99
154461,M,28,NOB,C,Unemployed,,120
154462,F,29,OVE,C,Full-time,Public Sector,113
154464,F,46,FRI,C,Part-time,Technology,262
154465,M,40,GRO,U,Full-time,Healthcare,196
154466,M,29,NOH,C,Full-time,Healthcare,61
154467,M,31,NOH,C,Full-time,Public Sector,136
154468,M,65,NOH,M,Retired,,249
154469,M,55,NOH,C,Full-time,Retail,99
154470,F,49,GRO,C,Full-time,Public Sector,197
154471,M,58,NOH,J,Full-time,Education,211
154472,F,63,NOB,C,Full-time,Healthcare,303
154473,M,69,NOH,C,Retired,,121
154474,M,50,ZUI,U,Full-time,Healthcare,169
154475,M,51,UTR,U,Self-employed,Technology,81
154476,M,29,NOB,U,Part-time,Finance,79
154477,M,45,LIM,J,Self-employed,Manufacturing,39
154478,M,34,NOH,U,Part-time,Retail,192
154479,M,56,GEL,O,Full-time,Education,108
154480,F,20,FRI,C,Unemployed,,24
154481,F,29,ZUI,U,Unemployed,,59
154482,M,60,ZUI,J,Part-time,Healthcare,78
154483,F,66,GRO,J,Retired,,166
154484,F,63,LIM,U,Full-time,Technology,170
154485,F,23,ZUI,U,Part-time,Finance,60
154486,F,23,NOB,J,Part-time,Retail,60
154487,F,56,NOH,C,Full-time,Retail,135
154488,M,21,NOB,C,Student,,36
154489,M,25,ZUI,J,Self-employed,Education,43
154490,F,46,OVE,U,Self-employed,Retail,139
154491,F,49,DRE,J,Full-time,Manufacturing,191
154492,F,43,ZUI,O,Full-time,Public Sector,257
154493,M,61,GEL,U,Full-time,Healthcare,229
154494,M,55,NOH,C,Self-employed,Manufacturing,180
154495,F,20,GEL,U,Part-time,Education,23
154496,F,53,GEL,C,Unemployed,,102
154497,F,38,ZUI,C,Full-time,Retail,222
154498,M,57,OVE,C,Full-time,Technology,40
154499,F,28,ZUI,C,Full-time,Finance,120
154500,F,75,GRO,C,Retired,,244
154501,F,80,NOB,M,Retired,,264
154502,M,60,ZUI,C,Self-employed,Healthcare,44
154503,M,73,NOH,U,Retired,,214
154504,F,26,NOH,U,Self-employed,Healthcare,88
154505,M,61,ZUI,C,Unemployed,,168
154506,M,38,NOB,C,Self-employed,Manufacturing,240
154507,F,78,ZUI,U,Retired,,228
154508,M,46,ZEE,C,Self-employed,Technology,158
154509,F,38,DRE,O,Full-time,Education,62
154510,F,20,NOH,C,Student,,29
154511,F,55,FLE,C,Full-time,Education,189
154512,M,39,GEL,C,Full-time,Healthcare,33
154513,F,29,GEL,C,Part-time,Public Sector,89
154514,M,58,ZUI,U,Full-time,Retail,213
154515,M,58,ZUI,U,Part-time,Healthcare,147
154516,M,45,ZUI,M,Full-time,Finance,48
154517,F,28,OVE,U,Part-time,Public Sector,120
154518,M,38,LIM,U,Part-time,Retail,240
154519,M,36,NOB,U,Self-employed,Manufacturing,54
154520,M,38,ZUI,C,Full-time,Retail,160
154521,M,57,GEL,U,Unemployed,,204
154522,M,77,LIM,U,Retired,,236
154523,M,42,NOH,U,Full-time,Finance,30
154524,F,51,NOH,U,Full-time,Manufacturing,63
154526,F,19,ZUI,C,Student,,27
154527,M,35,LIM,C,Full-time,Finance,68
154528,F,40,NOH,M,Part-time,Technology,238
154529,F,19,ZUI,M,Part-time,Healthcare,23
154530,F,51,ZUI,U,Full-time,Healthcare,181
154531,F,59,GEL,M,Part-time,Manufacturing,240
154532,M,31,GEL,M,Full-time,Education,105
154535,F,32,DRE,C,Full-time,Finance,70
154536,F,24,GEL,C,Full-time,Technology,62
154537,M,24,ZUI,C,Part-time,Finance,52
154539,F,52,GEL,C,Full-time,Technology,94
154540,F,40,NOH,O,Self-employed,Public Sector,92
154541,F,37,LIM,U,Full-time,Healthcare,216
154542,M,34,GEL,U,Unemployed,,89
154543,F,60,NOB,U,Full-time,Public Sector,43
154544,M,45,FRI,C,Full-time,Technology,253
154545,F,47,NOB,O,Self-employed,Manufacturing,196
154546,M,27,NOB,O,Part-time,Education,108
154547,F,45,ZUI,O,Part-time,Public Sector,118
154549,M,57,NOH,O,Full-time,Healthcare,83
154550,M,70,OVE,J,Retired,,132
154551,F,60,NOB,C,Self-employed,Technology,217
154552,M,58,NOH,C,Full-time,Manufacturing,173
154553,M,60,ZUI,U,Full-time,Education,165
154554,F,55,OVE,U,Full-time,Manufacturing,197
154555,M,36,LIM,J,Full-time,Technology,34
154556,F,48,NOB,U,Full-time,Public Sector,206
154557,M,28,ZUI,U,Full-time,Manufacturing,120
154558,F,20,UTR,U,Full-time,Technology,35
154559,F,51,GEL,U,Full-time,Technology,257
154560,F,55,ZUI,M,Full-time,Finance,40
154561,F,27,ZUI,J,Full-time,Retail,73
154562,M,62,ZUI,U,Part-time,Retail,216
154563,M,44,OVE,C,Part-time,Education,152
154564,M,58,GEL,M,Part-time,Technology,233
154565,M,64,GRO,C,Unemployed,,199
154566,F,72,NOH,U,Retired,,47
154567,M,33,NOB,C,Full-time,Public Sector,118
154568,F,42,GEL,C,Full-time,Technology,72
154569,F,38,GEL,U,Full-time,Education,74
154570,M,50,GEL,U,Self-employed,Education,217
154571,F,19,NOH,U,Student,,34
154572,M,44,NOB,C,Full-time,Manufacturing,105
154573,F,21,UTR,O,Student,,36
154574,M,69,ZUI,U,Retired,,75
154575,F,42,OVE,C,Full-time,Healthcare,201
154576,M,55,NOB,J,Full-time,Education,90
154577,M,32,NOH,O,Self-employed,Finance,147
154578,M,48,ZEE,J,Part-time,Healthcare,255
154579,M,36,NOH,U,Full-time,Technology,142
154580,M,62,NOB,U,Part-time,Education,201
154581,M,24,UTR,M,Full-time,Manufacturing,34
154582,M,20,LIM,M,Part-time,Manufacturing,27
154583,F,52,NOB,J,Full-time,Technology,157
154585,F,72,LIM,M,Retired,,311
154586,M,37,LIM,C,Part-time,Retail,64
154588,M,56,GEL,M,Unemployed,,161
154589,M,52,FLE,C,Full-time,Finance,209
154590,F,60,NOB,O,Full-time,Healthcare,217
154591,M,60,OVE,C,Unemployed,,73
154593,F,72,LIM,U,Retired,,235
154594,F,41,NOH,U,Part-time,Education,151
154595,M,34,FLE,U,Full-time,Education,133
154596,M,22,GEL,J,Unemployed,,48
154597,F,58,ZUI,C,Unemployed,,100
154598,M,26,LIM,C,Full-time,Public Sector,31
154599,F,28,NOB,M,Unemployed,,120
154600,M,32,NOB,U,Full-time,Finance,168
154601,M,45,NOH,M,Full-time,Education,205
154602,F,76,GEL,J,Retired,,168
154603,M,39,GEL,C,Full-time,Education,160
154604,M,39,NOB,O,Self-employed,Manufacturing,123
154605,F,28,ZUI,M,Part-time,Retail,120
154606,M,46,NOH,C,Full-time,Public Sector,159
154607,F,24,ZUI,C,Full-time,Manufacturing,42
154608,F,19,ZUI,U,Student,,21
154609,M,58,DRE,O,Self-employed,Manufacturing,99
154611,F,48,UTR,C,Self-employed,Manufacturing,159
154612,F,39,GEL,C,Full-time,Manufacturing,89
154613,M,38,NOH,J,Part-time,Healthcare,76
154614,M,59,ZUI,U,Full-time,Manufacturing,176
154615,F,38,GEL,C,Full-time,Healthcare,96
154616,F,37,NOB,M,Full-time,Finance,78
154617,F,32,ZUI,M,Full-time,Education,74
154618,M,49,ZUI,U,Full-time,Technology,188
154619,F,29,NOH,U,Full-time,Public Sector,115
154620,M,70,NOB,J,Retired,,212
154621,F,26,NOB,U,Full-time,Education,96
154622,M,30,NOH,C,Full-time,Healthcare,102
154624,M,61,GEL,O,Full-time,Manufacturing,181
154625,F,43,NOB,C,Self-employed,Healthcare,151
154626,M,35,ZUI,C,Part-time,Retail,204
154627,F,25,NOH,C,Full-time,Healthcare,40
154628,F,23,ZUI,U,Part-time,Education,60
154629,M,34,NOB,C,Part-time,Retail,97
154630,M,58,ZUI,U,Full-time,Finance,42
154631,F,54,OVE,U,Full-time,Technology,265
154632,F,24,NOB,U,Part-time,Education,72
154633,F,54,ZUI,U,Full-time,Finance,246
154635,M,44,NOH,U,Full-time,Finance,210
154636,F,44,GRO,C,Self-employed,Healthcare,207
154637,F,23,GEL,U,Self-employed,Finance,60
154638,M,73,UTR,U,Retired,,243
154639,M,21,FRI,C,Student,,26
154640,M,29,GEL,U,Part-time,Healthcare,44
154641,M,32,NOH,O,Full-time,Finance,40
154642,F,26,UTR,J,Unemployed,,96
154643,F,52,UTR,C,Full-time,Education,52
154644,M,64,DRE,U,Full-time,Public Sector,310
154645,M,21,FLE,U,Unemployed,,41
154646,F,66,NOB,U,Retired,,177
154647,F,43,UTR,M,Full-time,Retail,185
154649,F,34,NOB,C,Full-time,Technology,151
154650,F,58,OVE,U,Full-time,Finance,202
154651,M,66,NOB,C,Retired,,260
154652,M,45,GEL,U,Full-time,Finance,179
154653,M,60,ZUI,U,Part-time,Retail,221
154654,M,54,UTR,U,Full-time,Technology,78
154655,F,40,OVE,C,Full-time,Finance,147
154656,M,27,LIM,U,Full-time,Retail,108
154657,M,35,UTR,C,Full-time,Finance,202
154658,F,34,ZEE,M,Part-time,Education,191
154659,F,85,OVE,U,Retired,,261
154660,M,67,GEL,U,Retired,,146
154661,F,40,ZUI,M,Full-time,Healthcare,264
154662,M,69,NOH,C,Retired,,297
154663,F,23,LIM,C,Self-employed,Public Sector,40
154664,F,53,FRI,U,Part-time,Education,262
154665,M,40,OVE,C,Unemployed,,183
154666,M,54,NOB,C,Full-time,Finance,246
154667,F,76,UTR,U,Retired,,213
154668,F,60,LIM,O,Full-time,Manufacturing,40
154669,M,22,ZUI,C,Student,,48
154670,F,23,OVE,U,Full-time,Finance,60
154671,M,53,NOB,O,Part-time,Retail,170
154672,M,65,FRI,C,Part-time,Finance,31
154673,M,54,NOB,C,Full-time,Retail,248
154674,F,25,NOB,U,Full-time,Healthcare,47
154675,M,59,GEL,M,Part-time,Healthcare,307
154676,F,59,FRI,U,Full-time,Technology,197
154677,F,47,NOH,C,Self-employed,Technology,115
154678,F,51,LIM,C,Full-time,Technology,142
154679,M,52,OVE,C,Full-time,Healthcare,170
154680,M,59,ZUI,C,Self-employed,Technology,39
154682,F,49,ZUI,M,Full-time,Education,43
154684,M,37,ZEE,U,Full-time,Finance,78
154686,F,22,ZUI,C,Student,,48
154687,M,32,LIM,U,Full-time,Retail,88
154688,M,32,NOB,U,Part-time,Retail,143
154689,M,46,GEL,U,Self-employed,Retail,105
154690,M,64,ZUI,U,Part-time,Education,234
154691,F,51,NOB,U,Full-time,Finance,213
154692,M,62,ZUI,C,Full-time,Education,120
154694,F,36,NOH,U,Full-time,Retail,190
154695,F,39,FRI,C,Full-time,Education,242
154696,F,39,NOH,M,Full-time,Manufacturing,56
154697,M,36,ZUI,C,Part-time,Education,216
154698,F,49,OVE,J,Full-time,Healthcare,213
154699,F,48,NOB,C,Part-time,Healthcare,256
154700,M,53,NOH,J,Full-time,Healthcare,106
154701,F,47,NOB,C,Self-employed,Manufacturing,82
154702,F,36,GEL,U,Part-time,Education,22
154704,M,51,GEL,C,Self-employed,Retail,259
154705,M,52,FLE,U,Full-time,Public Sector,267
154706,F,29,ZUI,U,Part-time,Healthcare,44
154707,M,30,GEL,U,Self-employed,Technology,39
154708,M,35,FRI,C,Full-time,Healthcare,116
154711,M,67,NOB,C,Retired,,210
154712,M,19,GEL,M,Student,,36
154713,F,54,ZEE,J,Self-employed,Technology,70
154714,M,68,UTR,U,Retired,,162
154715,F,30,ZUI,U,Full-time,Technology,63
154716,M,63,GEL,C,Full-time,Retail,115
154717,M,64,ZUI,C,Part-time,Education,240
154719,F,58,LIM,J,Full-time,Technology,24
154720,F,25,ZUI,C,Full-time,Technology,84
154721,M,32,ZUI,C,Full-time,Retail,69
154723,F,56,ZUI,U,Part-time,Healthcare,246
154724,M,38,NOH,O,Full-time,Manufacturing,36
154725,F,76,NOH,U,Retired,,281
154726,M,72,NOH,M,Retired,,238
154727,M,20,NOB,C,Full-time,Finance,38
154729,F,55,FLE,U,Self-employed,Manufacturing,133
154730,M,46,ZUI,U,Full-time,Finance,42
154731,M,64,GEL,C,Self-employed,Finance,183
154732,F,65,UTR,U,Retired,,232
154733,F,58,NOH,O,Part-time,Healthcare,152
154734,M,30,GEL,U,Part-time,Education,41
154735,M,32,LIM,O,Part-time,Public Sector,110
154737,F,29,LIM,C,Full-time,Education,132
154738,M,44,NOH,U,Full-time,Manufacturing,67
154739,M,61,ZUI,U,Self-employed,Manufacturing,173
154740,M,31,NOB,M,Part-time,Retail,113
154741,M,30,NOB,U,Full-time,Technology,144
154742,M,31,UTR,M,Full-time,Manufacturing,38
154743,F,22,NOB,C,Part-time,Healthcare,48
154744,M,35,ZUI,U,Full-time,Public Sector,135
154745,M,39,NOH,C,Full-time,Education,30
154746,M,28,NOB,J,Part-time,Retail,119
154747,M,54,GEL,O,Self-employed,Education,103
154748,M,59,GEL,O,Part-time,Healthcare,277
154749,F,66,UTR,C,Retired,,270
154750,M,60,FLE,C,Part-time,Retail,54
154751,F,34,UTR,U,Part-time,Retail,192
154752,F,33,ZUI,O,Part-time,Retail,180
154754,F,34,DRE,U,Part-time,Healthcare,192
154755,M,26,FRI,C,Full-time,Retail,29
154757,M,61,ZUI,U,Full-time,Public Sector,167
154758,M,40,UTR,C,Full-time,Healthcare,188
154759,F,60,GEL,C,Full-time,Education,241
154760,F,40,NOB,C,Part-time,Retail,206
154761,M,60,UTR,O,Full-time,Retail,205
154762,F,20,NOB,C,Unemployed,,39
154763,F,40,GEL,C,Full-time,Healthcare,158
154764,F,41,ZEE,C,Full-time,Public Sector,95
154765,M,55,GEL,U,Part-time,Public Sector,232
154766,F,38,UTR,J,Full-time,Manufacturing,179
154767,M,23,NOB,C,Full-time,Public Sector,60
154768,M,24,NOH,C,Part-time,Healthcare,72
154769,F,68,LIM,C,Retired,,206
154770,M,59,ZUI,C,Full-time,Technology,263
154771,F,53,ZUI,U,Unemployed,,134
154772,M,44,LIM,O,Full-time,Public Sector,62
154773,M,65,NOB,U,Retired,,183
154774,M,42,NOB,U,Full-time,Technology,198
154775,M,44,LIM,U,Part-time,Manufacturing,267
154776,M,28,ZUI,J,Part-time,Healthcare,76
154777,F,63,NOB,C,Full-time,Finance,52
154780,F,28,DRE,U,Full-time,Technology,120
154781,F,25,UTR,U,Part-time,Education,84
154783,F,30,GEL,C,Full-time,Education,72
154784,F,40,NOB,C,Full-time,Technology,189
154785,F,51,OVE,C,Full-time,Retail,132
154786,M,60,DRE,C,Part-time,Manufacturing,83
154787,M,38,ZUI,J,Full-time,Healthcare,170
154788,M,29,NOB,U,Part-time,Manufacturing,38
154789,M,55,ZUI,U,Part-time,Retail,101
154790,F,60,LIM,U,Full-time,Technology,114
154791,F,66,LIM,C,Retired,,184
154792,F,30,NOH,U,Part-time,Retail,42
154793,M,21,UTR,U,Student,,36
154794,M,51,FLE,U,Part-time,Healthcare,94
154795,F,41,NOH,U,Self-employed,Manufacturing,74
154796,M,33,ZUI,C,Part-time,Retail,47
154797,F,58,ZUI,C,Unemployed,,233
154798,F,63,ZUI,C,Full-time,Healthcare,255
154799,F,45,ZUI,M,Part-time,Public Sector,208
154800,M,37,GRO,M,Self-employed,Manufacturing,68
154801,M,21,GRO,C,Part-time,Healthcare,36
154802,M,52,GEL,U,Part-time,Education,99
154803,F,47,NOB,C,Full-time,Manufacturing,163
154804,M,58,NOB,U,Unemployed,,240
154805,M,21,ZUI,J,Student,,36
154806,M,32,GEL,O,Full-time,Finance,168
154807,M,40,ZEE,C,Self-employed,Public Sector,42
154808,M,24,ZUI,M,Full-time,Retail,72
154809,F,40,NOH,U,Unemployed,,152
154810,M,48,GRO,C,Part-time,Retail,197
154811,F,33,GEL,O,Full-time,Finance,81
154812,F,26,UTR,U,Full-time,Education,28
154813,M,60,LIM,C,Full-time,Technology,69
154814,F,63,NOH,C,Full-time,Healthcare,173
154815,F,34,ZEE,J,Full-time,Public Sector,192
154816,F,57,GEL,U,Part-time,Retail,238
154818,M,33,FRI,O,Full-time,Technology,112
154819,F,24,ZUI,C,Full-time,Public Sector,72
154820,F,27,NOB,O,Self-employed,Manufacturing,75
154821,F,52,GEL,C,Full-time,Education,143
154822,M,20,FRI,C,Part-time,Retail,33
154823,M,57,GEL,U,Full-time,Retail,221
154824,M,59,NOB,C,Self-employed,Retail,185
154827,F,36,ZUI,M,Full-time,Public Sector,60
154829,M,38,GEL,U,Self-employed,Retail,190
154830,M,19,GEL,O,Student,,40
154831,F,19,FLE,M,Part-time,Finance,21
154832,F,31,LIM,U,Full-time,Retail,107
154833,F,60,UTR,O,Part-time,Healthcare,113
154834,F,28,NOB,U,Unemployed,,70
154835,F,56,NOB,C,Full-time,Manufacturing,180
154836,F,46,NOH,C,Full-time,Technology,257
154837,F,36,DRE,U,Full-time,Manufacturing,121
154838,F,35,ZUI,U,Full-time,Technology,130
154839,F,71,FRI,U,Retired,,183
154840,M,39,NOB,J,Full-time,Education,196
154841,M,63,ZUI,U,Self-employed,Healthcare,223
154842,F,58,NOH,U,Unemployed,,96
154843,F,44,NOB,J,Full-time,Education,296
154844,F,52,OVE,U,Part-time,Healthcare,129
154845,M,52,OVE,C,Part-time,Technology,179
154846,M,67,OVE,C,Retired,,251
154847,F,57,FLE,M,Part-time,Manufacturing,95
154848,F,61,NOB,C,Full-time,Technology,220
154849,M,39,ZUI,U,Full-time,Technology,92
154850,F,64,ZUI,J,Full-time,Finance,157
154851,F,42,NOH,C,Full-time,Manufacturing,62
154853,F,69,NOH,C,Retired,,134
154855,M,69,NOH,U,Retired,,127
154856,F,60,ZUI,C,Self-employed,Retail,241
154858,M,50,ZUI,U,Full-time,Technology,227
154859,M,25,NOH,M,Part-time,Public Sector,84
154860,F,36,ZUI,M,Unemployed,,206
154861,M,34,NOB,C,Full-time,Technology,192
154862,M,42,ZUI,U,Full-time,Retail,135
154863,M,56,FLE,J,Part-time,Retail,218
154864,M,66,ZUI,U,Retired,,103
154865,F,22,ZUI,M,Full-time,Finance,37
154866,F,25,ZUI,U,Part-time,Education,44
154868,F,46,FLE,O,Full-time,Technology,58
154869,M,42,LIM,O,Self-employed,Manufacturing,77
154870,F,55,NOB,M,Full-time,Public Sector,219
154871,F,48,NOB,M,Full-time,Finance,59
154872,M,39,LIM,U,Full-time,Manufacturing,110
154873,M,36,NOB,J,Full-time,Technology,216
154874,M,57,NOH,U,Unemployed,,223
154878,M,38,UTR,C,Full-time,Public Sector,184
154879,F,53,LIM,M,Full-time,Healthcare,241
154880,M,64,UTR,C,Full-time,Manufacturing,54
154881,M,44,ZUI,C,Full-time,Healthcare,88
154883,F,49,ZUI,U,Full-time,Technology,233
154884,F,52,NOH,C,Self-employed,Public Sector,103
154885,M,29,NOH,M,Full-time,Retail,132
154887,M,33,NOB,C,Full-time,Public Sector,180
154889,F,58,GEL,J,Unemployed,,214
154891,M,28,FRI,C,Full-time,Technology,120
154892,M,36,NOH,M,Part-time,Public Sector,64
154893,F,56,NOH,O,Full-time,Healthcare,231
154897,M,36,NOH,U,Part-time,Healthcare,67
