cust_id,gender,age,province,religion,work_type,work_sector,tenure,work_sector_missing
161383,F,74,ZUI,U,Retired,Not Applicable,255,True
161384,M,49,GRO,C,Unemployed,Not Applicable,200,True
161385,M,60,UTR,M,Full-time,Technology,299,False
161386,F,39,NOH,U,Full-time,Manufacturing,135,False
161389,F,31,NOH,U,Part-time,Education,156,False
161390,M,55,NOH,J,Full-time,Public Sector,200,False
161391,M,71,ZUI,U,Retired,Not Applicable,211,True
161392,F,33,UTR,U,Full-time,Manufacturing,22,False
161393,M,59,FRI,C,Unemployed,Not Applicable,61,True
161394,M,31,NOH,U,Part-time,Retail,54,False
161395,M,22,NOH,U,Part-time,Retail,48,False
161397,F,52,ZUI,J,Full-time,Healthcare,85,False
161398,M,34,OVE,C,Full-time,Technology,70,False
161399,M,57,GEL,U,Part-time,Retail,230,False
161400,M,38,LIM,O,Full-time,Technology,120,False
161401,F,32,NOB,O,Full-time,Education,68,False
161402,M,56,FRI,U,Part-time,Technology,193,False
161403,F,38,LIM,U,Full-time,Retail,228,False
161404,F,37,ZUI,U,Part-time,Finance,186,False
161405,F,20,ZUI,U,Part-time,Education,39,False
161406,F,71,GEL,C,Retired,Not Applicable,79,True
161407,M,39,NOH,C,Self-employed,Technology,80,False
161408,F,61,OVE,U,Full-time,Education,22,False
161409,M,71,UTR,O,Retired,Not Applicable,266,True
161410,F,35,GRO,C,Full-time,Public Sector,204,False
161412,M,44,FLE,C,Full-time,Public Sector,111,False
161414,F,24,ZUI,U,Part-time,Retail,72,False
161415,F,38,GRO,C,Part-time,Retail,159,False
161416,F,49,GEL,C,Unemployed,Not Applicable,32,True
161417,M,49,GEL,J,Full-time,Manufacturing,196,False
161418,F,37,LIM,U,Full-time,Finance,187,False
161419,F,64,NOH,U,Part-time,Healthcare,326,False
161420,M,46,LIM,U,Full-time,Manufacturing,103,False
161422,M,32,ZUI,U,Part-time,Retail,25,False
161423,F,63,DRE,C,Unemployed,Not Applicable,62,True
161424,F,22,UTR,U,Part-time,Education,48,False
161425,M,28,NOH,U,Unemployed,Not Applicable,120,True
161426,M,19,NOH,U,Part-time,Finance,27,False
161428,M,44,FRI,U,Part-time,Education,94,False
161429,F,37,ZUI,U,Full-time,Manufacturing,69,False
161430,F,52,ZUI,M,Full-time,Public Sector,267,False
161431,M,48,NOB,U,Full-time,Manufacturing,52,False
161432,F,30,GRO,C,Full-time,Retail,92,False
161433,F,40,NOB,J,Full-time,Healthcare,68,False
161435,F,46,NOB,U,Part-time,Retail,249,False
161436,M,54,ZUI,C,Full-time,Healthcare,269,False
161437,M,36,UTR,C,Self-employed,Technology,103,False
161438,M,35,NOH,U,Full-time,Public Sector,40,False
161439,F,70,OVE,U,Retired,Not Applicable,87,True
161441,F,49,GEL,U,Full-time,Retail,167,False
161442,M,69,UTR,U,Retired,Not Applicable,203,True
161443,F,41,ZUI,C,Self-employed,Education,65,False
161444,F,27,ZUI,C,Full-time,Manufacturing,108,False
161445,M,30,NOH,U,Part-time,Public Sector,52,False
161446,F,32,NOH,J,Full-time,Manufacturing,78,False
161447,F,27,NOH,O,Full-time,Technology,108,False
161449,M,42,GEL,C,Full-time,Technology,119,False
161451,F,63,NOB,J,Unemployed,Not Applicable,174,True
161452,F,25,NOB,O,Self-employed,Manufacturing,84,False
161453,M,52,FRI,U,Self-employed,Technology,72,False
161454,F,45,FRI,U,Full-time,Public Sector,105,False
161455,M,65,FRI,M,Retired,Not Applicable,176,True
161456,M,53,UTR,U,Full-time,Finance,239,False
161457,F,50,NOH,U,Full-time,Education,56,False
161458,M,31,NOH,U,Full-time,Healthcare,156,False
161460,M,20,OVE,C,Student,Education,39,True
161463,F,61,NOB,U,Full-time,Public Sector,241,False
161464,M,50,GRO,U,Part-time,Retail,171,False
161466,M,35,NOB,J,Part-time,Retail,173,False
161467,M,57,ZEE,C,Full-time,Technology,168,False
161468,F,37,LIM,M,Full-time,Retail,39,False
161469,F,63,ZUI,U,Self-employed,Retail,109,False
161470,F,23,NOB,U,Full-time,Technology,60,False
161471,M,26,LIM,J,Full-time,Technology,78,False
161472,M,19,NOH,O,Part-time,Healthcare,27,False
161473,F,47,NOB,M,Unemployed,Not Applicable,300,True
161474,F,41,FRI,U,Full-time,Manufacturing,77,False
161475,M,40,ZEE,O,Full-time,Manufacturing,183,False
161476,F,55,GEL,M,Full-time,Education,136,False
161477,M,59,ZUI,C,Full-time,Healthcare,209,False
161479,F,48,NOB,C,Full-time,Retail,137,False
161480,F,50,ZUI,C,Full-time,Manufacturing,173,False
161481,M,51,UTR,U,Full-time,Finance,223,False
161483,F,57,OVE,C,Full-time,Finance,55,False
161484,F,34,GEL,U,Full-time,Healthcare,40,False
161485,F,36,OVE,C,Self-employed,Technology,92,False
161486,F,62,ZUI,C,Part-time,Technology,122,False
161488,F,52,FRI,U,Part-time,Finance,122,False
161489,F,28,NOH,U,Full-time,Finance,86,False
161490,M,20,NOB,U,Part-time,Education,24,False
161491,F,61,ZUI,O,Full-time,Education,222,False
161492,F,38,ZUI,U,Full-time,Public Sector,219,False
161494,M,41,LIM,M,Unemployed,Not Applicable,121,True
161495,M,27,ZEE,O,Full-time,Retail,50,False
161496,M,26,UTR,J,Part-time,Retail,96,False
161497,M,26,NOH,C,Full-time,Finance,76,False
161498,M,64,ZUI,U,Unemployed,Not Applicable,275,True
161499,M,24,GEL,C,Full-time,Healthcare,72,False
161500,F,31,GEL,U,Full-time,Technology,156,False
161501,F,48,GEL,C,Full-time,Finance,51,False
161502,M,45,UTR,C,Full-time,Technology,201,False
161503,F,23,NOB,C,Unemployed,Not Applicable,60,True
161504,F,32,GEL,O,Full-time,Finance,54,False
161505,F,22,NOH,U,Student,Education,32,True
161506,M,23,ZUI,C,Full-time,Technology,60,False
161507,F,22,OVE,C,Part-time,Public Sector,48,False
161509,M,41,ZUI,U,Self-employed,Public Sector,53,False
161510,M,24,NOH,C,Full-time,Manufacturing,72,False
161511,M,38,NOB,U,Full-time,Finance,105,False
161512,M,19,NOB,C,Student,Education,26,True
161513,M,46,GEL,U,Part-time,Education,54,False
161514,M,46,UTR,U,Full-time,Education,48,False
161515,M,41,ZUI,C,Full-time,Public Sector,260,False
161516,M,56,ZUI,M,Unemployed,Not Applicable,185,True
161517,F,19,ZUI,C,Part-time,Technology,30,False
161518,F,54,LIM,C,Full-time,Finance,90,False
161519,M,38,FLE,U,Self-employed,Technology,159,False
161521,F,62,GEL,C,Part-time,Healthcare,240,False
161522,F,47,GEL,J,Self-employed,Healthcare,231,False
161523,M,58,NOH,O,Part-time,Technology,171,False
161524,F,29,ZEE,O,Part-time,Public Sector,33,False
161525,F,26,NOH,M,Full-time,Finance,42,False
161526,F,54,LIM,U,Full-time,Technology,219,False
161527,F,45,NOB,U,Full-time,Education,159,False
161528,F,22,GEL,C,Part-time,Retail,35,False
161529,M,67,LIM,C,Retired,Not Applicable,155,True
161530,F,47,GRO,U,Full-time,Education,287,False
161531,F,48,NOB,U,Full-time,Healthcare,229,False
161532,M,27,FLE,C,Part-time,Education,108,False
161533,M,67,FRI,U,Full-time,Technology,76,False
161534,M,25,ZUI,M,Part-time,Education,84,False
161535,F,38,GEL,U,Full-time,Retail,146,False
161536,F,59,GRO,U,Full-time,Healthcare,239,False
161537,M,43,GRO,U,Part-time,Retail,100,False
161538,M,38,ZUI,C,Full-time,Technology,132,False
161540,M,30,ZUI,U,Full-time,Manufacturing,84,False
161541,M,39,NOB,U,Full-time,Healthcare,183,False
161542,M,22,ZUI,U,Student,Education,48,True
161543,F,40,ZUI,M,Full-time,Manufacturing,144,False
161544,F,50,ZUI,U,Part-time,Retail,272,False
161545,M,39,ZUI,U,Full-time,Technology,41,False
161546,M,59,FRI,C,Full-time,Retail,161,False
161547,F,76,ZUI,C,Retired,Not Applicable,220,True
161548,F,34,NOB,J,Full-time,Retail,171,False
161549,M,58,DRE,U,Full-time,Finance,268,False
161550,M,45,UTR,O,Unemployed,Not Applicable,149,True
161551,M,50,FLE,U,Full-time,Technology,213,False
161552,M,77,FRI,C,Retired,Not Applicable,236,True
161553,M,29,OVE,M,Unemployed,Not Applicable,132,True
161554,F,33,ZUI,M,Self-employed,Retail,171,False
161555,F,25,NOH,C,Self-employed,Manufacturing,34,False
161556,M,38,FRI,O,Full-time,Technology,240,False
161557,F,52,NOH,C,Full-time,Manufacturing,194,False
161558,F,59,GEL,C,Full-time,Retail,248,False
161559,M,62,OVE,U,Self-employed,Technology,148,False
161561,F,45,DRE,U,Self-employed,Healthcare,277,False
161562,F,57,OVE,U,Full-time,Public Sector,299,False
161564,M,59,OVE,C,Part-time,Retail,234,False
161565,M,42,GEL,J,Full-time,Public Sector,136,False
161566,M,49,NOB,U,Full-time,Finance,223,False
161567,M,47,NOB,C,Full-time,Retail,231,False
161568,M,51,ZUI,U,Part-time,Manufacturing,131,False
161569,F,32,FRI,C,Full-time,Technology,39,False
161570,M,57,ZUI,U,Full-time,Technology,255,False
161571,M,69,UTR,U,Retired,Not Applicable,198,True
161573,M,42,OVE,O,Full-time,Healthcare,223,False
161574,F,50,NOB,J,Full-time,Manufacturing,210,False
161575,F,30,GEL,C,Full-time,Manufacturing,72,False
161576,M,42,GEL,U,Full-time,Public Sector,110,False
161577,F,32,ZUI,M,Part-time,Finance,50,False
161578,F,24,UTR,U,Full-time,Healthcare,72,False
161579,M,24,GEL,C,Unemployed,Not Applicable,38,True
161580,M,33,GEL,J,Full-time,Technology,180,False
161582,M,43,GEL,C,Full-time,Retail,136,False
161583,F,29,NOB,M,Part-time,Retail,57,False
161584,F,35,ZUI,U,Full-time,Education,101,False
161585,F,56,UTR,U,Full-time,Public Sector,70,False
161586,M,36,ZUI,C,Self-employed,Technology,201,False
161588,F,51,NOH,M,Full-time,Finance,61,False
161589,M,54,OVE,U,Unemployed,Not Applicable,186,True
161590,M,57,NOB,M,Part-time,Retail,258,False
161591,F,26,FLE,U,Part-time,Public Sector,96,False
161592,F,27,ZUI,C,Unemployed,Not Applicable,54,True
161593,F,63,NOB,O,Part-time,Retail,124,False
161594,M,49,OVE,C,Full-time,Technology,214,False
161595,M,54,FRI,U,Full-time,Retail,242,False
161596,M,66,GEL,M,Retired,Not Applicable,100,True
161597,F,57,ZUI,J,Part-time,Retail,83,False
161598,M,49,DRE,U,Full-time,Finance,276,False
161599,M,34,NOH,U,Full-time,Healthcare,192,False
161600,M,53,NOB,U,Unemployed,Not Applicable,46,True
161601,M,42,OVE,U,Part-time,Education,117,False
161602,M,31,ZEE,U,Full-time,Education,156,False
161603,F,48,GEL,C,Self-employed,Public Sector,215,False
161604,F,53,FRI,C,Part-time,Education,182,False
161605,M,43,ZUI,U,Full-time,Manufacturing,186,False
161606,F,65,LIM,C,Retired,Not Applicable,197,True
161607,F,38,GEL,C,Full-time,Technology,77,False
161608,F,40,LIM,U,Full-time,Public Sector,65,False
161609,M,38,UTR,O,Full-time,Technology,188,False
161610,M,24,NOB,O,Part-time,Healthcare,72,False
161611,M,60,NOH,C,Unemployed,Not Applicable,248,True
161612,M,56,LIM,U,Part-time,Education,195,False
161613,F,36,OVE,O,Unemployed,Not Applicable,177,True
161614,F,52,FLE,M,Part-time,Retail,219,False
161615,M,20,FRI,C,Student,Education,29,True
161616,M,26,LIM,J,Part-time,Finance,96,False
161617,M,29,GEL,U,Unemployed,Not Applicable,132,True
161619,F,30,UTR,C,Full-time,Technology,30,False
161620,M,26,GEL,U,Full-time,Healthcare,50,False
161621,F,22,ZUI,C,Unemployed,Not Applicable,48,True
161622,F,31,FRI,U,Full-time,Technology,119,False
161623,M,20,NOH,C,Student,Education,24,True
161624,M,67,OVE,C,Retired,Not Applicable,231,True
161625,M,48,NOB,C,Full-time,Education,225,False
161626,M,51,LIM,U,Full-time,Finance,182,False
161627,M,25,ZUI,U,Part-time,Retail,84,False
161628,M,55,GEL,M,Full-time,Public Sector,266,False
161629,M,54,ZUI,U,Part-time,Healthcare,232,False
161630,F,76,OVE,C,Retired,Not Applicable,338,True
161631,F,69,ZEE,U,Retired,Not Applicable,203,True
161632,F,34,GEL,C,Full-time,Healthcare,136,False
161633,F,20,ZUI,M,Part-time,Retail,26,False
161635,M,21,FRI,M,Student,Education,36,True
161636,M,39,NOB,J,Full-time,Technology,179,False
161637,M,73,ZUI,J,Retired,Not Applicable,229,True
161638,F,51,DRE,U,Full-time,Retail,177,False
161639,F,26,NOH,C,Part-time,Education,66,False
161640,F,46,GEL,U,Unemployed,Not Applicable,84,True
161641,F,20,DRE,U,Part-time,Technology,32,False
161642,F,28,NOB,C,Full-time,Technology,66,False
161645,F,31,ZEE,U,Full-time,Finance,156,False
161646,M,52,ZUI,U,Self-employed,Retail,64,False
161647,F,67,NOH,C,Full-time,Retail,258,False
161648,M,22,FRI,J,Part-time,Education,48,False
161650,M,63,ZEE,C,Unemployed,Not Applicable,238,True
161651,F,28,LIM,C,Full-time,Public Sector,120,False
161652,M,52,LIM,U,Unemployed,Not Applicable,174,True
161653,F,64,GEL,J,Full-time,Education,228,False
161654,M,53,NOB,O,Full-time,Manufacturing,221,False
161655,M,25,GEL,C,Part-time,Technology,84,False
161656,F,57,LIM,U,Unemployed,Not Applicable,250,True
161657,F,26,GEL,U,Part-time,Healthcare,96,False
161658,M,69,GEL,M,Retired,Not Applicable,245,True
161659,F,57,NOB,C,Part-time,Healthcare,215,False
161660,F,34,NOB,U,Full-time,Healthcare,48,False
161661,F,44,ZUI,C,Full-time,Healthcare,73,False
161662,M,25,GEL,J,Self-employed,Technology,32,False
161663,F,71,ZUI,M,Retired,Not Applicable,250,True
161664,F,54,UTR,J,Full-time,Finance,68,False
161665,M,44,ZUI,C,Unemployed,Not Applicable,175,True
161666,M,40,NOB,C,Full-time,Finance,76,False
161667,F,52,ZUI,U,Unemployed,Not Applicable,55,True
161668,M,59,ZUI,C,Part-time,Retail,44,False
161669,F,34,NOB,J,Full-time,Finance,192,False
161670,F,49,LIM,C,Part-time,Healthcare,147,False
161671,F,30,GEL,C,Full-time,Manufacturing,30,False
161672,M,47,NOB,U,Part-time,Healthcare,93,False
161673,M,67,NOH,O,Retired,Not Applicable,170,True
161674,F,33,ZUI,M,Part-time,Retail,112,False
161676,M,47,NOB,J,Full-time,Healthcare,217,False
161677,M,71,NOH,U,Retired,Not Applicable,302,True
161678,M,62,ZUI,C,Full-time,Technology,183,False
161679,F,43,NOB,J,Full-time,Retail,132,False
161680,M,53,NOB,C,Part-time,Finance,117,False
161681,M,25,DRE,U,Self-employed,Technology,84,False
161683,F,44,ZUI,C,Full-time,Manufacturing,91,False
161684,M,31,NOH,C,Full-time,Finance,138,False
161685,F,70,GEL,U,Part-time,Education,202,False
161687,F,54,ZUI,U,Part-time,Technology,197,False
161688,F,55,ZUI,C,Full-time,Finance,201,False
161689,M,37,GRO,U,Full-time,Technology,42,False
161690,M,35,NOB,O,Self-employed,Manufacturing,165,False
161691,F,56,GEL,O,Full-time,Public Sector,247,False
161692,F,60,GEL,O,Part-time,Retail,118,False
161693,F,53,ZUI,M,Full-time,Public Sector,207,False
161694,M,44,ZUI,J,Full-time,Finance,56,False
161695,M,28,UTR,J,Full-time,Finance,58,False
161697,F,37,GRO,U,Part-time,Healthcare,70,False
161698,M,85,OVE,U,Retired,Not Applicable,300,True
161699,F,50,NOB,J,Full-time,Manufacturing,169,False
161700,F,35,DRE,C,Part-time,Public Sector,197,False
161702,F,59,LIM,M,Part-time,Retail,182,False
161703,M,56,ZUI,U,Full-time,Finance,312,False
161704,F,41,GRO,U,Part-time,Healthcare,132,False
161705,M,61,FRI,U,Full-time,Finance,78,False
161706,M,62,NOH,U,Part-time,Public Sector,69,False
161707,M,40,UTR,J,Full-time,Retail,85,False
161708,F,56,NOH,O,Full-time,Finance,192,False
161709,M,58,FRI,C,Self-employed,Technology,176,False
161711,M,64,ZUI,U,Full-time,Public Sector,145,False
161712,F,20,NOB,U,Part-time,Education,38,False
161713,M,43,GRO,M,Full-time,Healthcare,73,False
161714,M,23,ZUI,J,Full-time,Healthcare,60,False
161715,M,26,UTR,O,Full-time,Technology,96,False
161716,F,44,UTR,M,Part-time,Technology,213,False
161717,M,58,GEL,U,Full-time,Healthcare,64,False
161718,F,60,ZUI,C,Part-time,Healthcare,182,False
161719,M,60,FLE,C,Full-time,Healthcare,195,False
161720,M,41,GEL,U,Part-time,Healthcare,41,False
161721,F,46,ZUI,O,Part-time,Retail,35,False
161722,F,57,GEL,M,Full-time,Education,178,False
161725,M,41,FLE,U,Part-time,Manufacturing,153,False
161726,F,58,GRO,C,Part-time,Education,220,False
161728,M,26,NOB,J,Full-time,Technology,96,False
161729,F,76,LIM,J,Retired,Not Applicable,220,True
161730,F,34,ZUI,J,Full-time,Technology,172,False
161731,F,31,GEL,M,Full-time,Retail,126,False
161732,M,58,NOH,C,Self-employed,Healthcare,99,False
161734,F,19,NOB,U,Part-time,Retail,36,False
161735,M,20,NOB,U,Part-time,Retail,24,False
161736,F,57,NOB,C,Part-time,Healthcare,47,False
161737,M,50,DRE,U,Full-time,Finance,241,False
161738,M,35,NOB,M,Full-time,Education,204,False
161739,M,61,UTR,U,Full-time,Manufacturing,239,False
161741,F,24,NOH,O,Unemployed,Not Applicable,44,True
161742,M,56,FRI,U,Full-time,Public Sector,61,False
161743,M,21,GEL,C,Part-time,Education,36,False
161745,F,28,ZUI,U,Unemployed,Not Applicable,120,True
161746,M,48,NOH,M,Full-time,Manufacturing,188,False
161747,F,57,NOB,U,Part-time,Healthcare,247,False
161748,M,39,ZUI,U,Full-time,Retail,85,False
161749,M,46,ZUI,C,Part-time,Education,83,False
161751,F,42,GEL,U,Full-time,Technology,173,False
161753,F,58,FLE,C,Part-time,Manufacturing,184,False
161754,F,42,GRO,C,Full-time,Finance,138,False
161755,M,42,UTR,O,Self-employed,Healthcare,147,False
161756,M,30,GEL,O,Full-time,Technology,144,False
161758,M,52,OVE,U,Self-employed,Technology,214,False
161759,M,39,ZUI,C,Full-time,Healthcare,108,False
161760,M,66,DRE,U,Retired,Not Applicable,244,True
161761,F,58,ZUI,M,Full-time,Healthcare,265,False
161762,M,48,ZUI,U,Full-time,Finance,209,False
161763,F,32,GEL,U,Unemployed,Not Applicable,105,True
161764,F,39,ZUI,U,Self-employed,Manufacturing,53,False
161765,M,29,OVE,C,Part-time,Education,57,False
161766,M,35,ZUI,U,Unemployed,Not Applicable,94,True
161767,F,50,NOH,C,Full-time,Finance,166,False
161768,F,30,UTR,C,Part-time,Retail,144,False
161770,M,21,GEL,C,Self-employed,Manufacturing,36,False
161771,F,30,LIM,U,Full-time,Technology,29,False
161772,M,42,NOB,U,Self-employed,Technology,95,False
161773,F,61,ZUI,M,Full-time,Manufacturing,212,False
161774,M,33,LIM,O,Full-time,Technology,144,False
161775,F,21,OVE,U,Part-time,Healthcare,42,False
161776,F,64,GEL,U,Full-time,Retail,138,False
161777,F,32,ZUI,J,Full-time,Education,133,False
161778,F,45,OVE,U,Full-time,Education,182,False
161779,F,49,OVE,U,Full-time,Technology,228,False
161780,M,44,ZUI,U,Part-time,Retail,140,False
161781,M,70,ZUI,U,Retired,Not Applicable,187,True
161782,M,29,NOH,C,Unemployed,Not Applicable,30,True
161783,M,37,ZUI,C,Part-time,Manufacturing,187,False
161784,F,31,GRO,J,Self-employed,Manufacturing,137,False
161785,M,39,GEL,C,Part-time,Technology,53,False
161786,F,49,ZUI,U,Full-time,Retail,154,False
161787,F,37,ZUI,U,Full-time,Technology,86,False
161788,F,33,ZUI,U,Full-time,Healthcare,127,False
161789,F,64,ZEE,U,Part-time,Retail,221,False
161790,M,27,DRE,U,Part-time,Retail,38,False
161791,M,55,NOB,M,Full-time,Retail,281,False
161792,M,65,NOB,U,Retired,Not Applicable,215,True
161794,F,36,NOB,C,Full-time,Manufacturing,199,False
161795,M,21,NOH,C,Full-time,Manufacturing,36,False
161796,F,67,NOB,C,Retired,Not Applicable,253,True
161797,M,78,GEL,U,Retired,Not Applicable,92,True
161800,M,59,NOH,J,Part-time,Healthcare,46,False
161801,F,37,NOH,U,Full-time,Education,99,False
161802,F,62,ZUI,C,Self-employed,Technology,271,False
161803,M,66,NOH,C,Retired,Not Applicable,164,True
161805,F,30,ZEE,C,Full-time,Technology,112,False
161806,M,74,NOB,U,Retired,Not Applicable,186,True
161807,M,22,NOB,U,Student,Education,48,True
161809,F,34,ZUI,J,Full-time,Manufacturing,114,False
161810,F,39,NOB,M,Full-time,Manufacturing,225,False
161811,M,31,GRO,C,Part-time,Finance,156,False
161812,F,51,NOB,O,Part-time,Technology,78,False
161813,F,47,OVE,U,Full-time,Technology,272,False
161814,M,57,LIM,U,Full-time,Finance,135,False
161815,F,19,UTR,O,Self-employed,Manufacturing,26,False
161816,F,62,UTR,J,Part-time,Retail,210,False
161817,F,21,ZUI,U,Student,Education,30,True
161819,F,55,OVE,U,Part-time,Education,45,False
161820,F,27,OVE,C,Full-time,Technology,108,False
161821,M,45,LIM,C,Full-time,Technology,205,False
161822,F,58,GEL,C,Self-employed,Manufacturing,160,False
161823,M,29,NOH,U,Full-time,Healthcare,46,False
161824,F,50,ZUI,C,Full-time,Public Sector,241,False
161825,F,30,NOB,C,Full-time,Manufacturing,38,False
161826,M,42,NOH,U,Self-employed,Healthcare,198,False
161827,F,30,UTR,U,Unemployed,Not Applicable,78,True
161828,F,58,ZUI,C,Full-time,Healthcare,173,False
161829,M,39,NOH,U,Unemployed,Not Applicable,115,True
161830,M,23,LIM,U,Self-employed,Finance,54,False
161831,F,54,ZUI,M,Full-time,Retail,226,False
161832,F,45,GEL,C,Full-time,Manufacturing,240,False
161834,M,22,NOB,M,Student,Education,48,True
161835,M,28,LIM,C,Part-time,Technology,40,False
161836,F,49,ZUI,U,Full-time,Manufacturing,84,False
161837,F,49,DRE,C,Full-time,Education,179,False
161838,M,61,NOH,C,Full-time,Education,231,False
161839,F,45,UTR,M,Full-time,Retail,166,False
161840,F,36,DRE,C,Full-time,Technology,204,False
161841,F,36,NOB,M,Part-time,Technology,214,False
161843,M,37,NOB,C,Self-employed,Technology,66,False
161844,F,25,GEL,C,Part-time,Public Sector,79,False
161845,F,38,ZUI,U,Full-time,Public Sector,210,False
161847,M,36,NOH,J,Part-time,Public Sector,165,False
161848,F,61,ZUI,U,Full-time,Education,222,False
161851,M,37,NOB,M,Full-time,Technology,64,False
161852,F,45,GEL,C,Self-employed,Healthcare,111,False
161853,F,65,ZUI,J,Retired,Not Applicable,65,True
161855,F,71,ZUI,U,Retired,Not Applicable,205,True
161856,M,28,OVE,O,Unemployed,Not Applicable,65,True
161857,M,23,ZEE,M,Unemployed,Not Applicable,60,True
161858,F,56,FRI,C,Unemployed,Not Applicable,204,True
161859,F,22,NOB,O,Student,Education,48,True
161860,M,32,LIM,C,Full-time,Technology,99,False
161861,M,73,GEL,U,Retired,Not Applicable,278,True
161862,M,46,LIM,C,Full-time,Retail,96,False
161863,M,25,ZUI,U,Part-time,Healthcare,36,False
161864,M,35,ZUI,C,Part-time,Education,108,False
161865,M,39,NOB,J,Part-time,Retail,239,False
161867,F,37,ZUI,C,Full-time,Public Sector,42,False
161868,M,29,ZUI,C,Part-time,Retail,39,False
161869,M,54,DRE,U,Self-employed,Technology,133,False
161870,F,63,FLE,C,Full-time,Technology,203,False
161871,F,30,LIM,U,Full-time,Retail,144,False
161872,F,64,GEL,J,Part-time,Education,221,False
161873,M,62,NOH,C,Part-time,Public Sector,184,False
161874,F,47,LIM,O,Part-time,Retail,141,False
161875,F,27,ZUI,O,Full-time,Finance,108,False
161878,M,71,ZUI,U,Retired,Not Applicable,183,True
161879,M,47,NOH,J,Full-time,Finance,138,False
161880,F,57,NOB,U,Part-time,Education,173,False
161881,M,39,NOH,U,Self-employed,Manufacturing,168,False
161882,M,57,ZUI,M,Full-time,Public Sector,72,False
161883,F,37,OVE,U,Self-employed,Healthcare,73,False
161884,M,46,DRE,C,Unemployed,Not Applicable,62,True
161885,M,42,NOH,M,Full-time,Finance,164,False
161886,F,51,ZUI,M,Full-time,Technology,187,False
161887,M,74,NOH,M,Retired,Not Applicable,184,True
161888,F,61,ZUI,U,Part-time,Retail,187,False
161889,F,48,LIM,U,Part-time,Education,194,False
161891,F,64,FRI,M,Full-time,Public Sector,94,False
161892,M,56,NOB,C,Part-time,Retail,183,False
161893,F,64,GEL,U,Full-time,Technology,201,False
161894,F,51,ZUI,O,Unemployed,Not Applicable,235,True
161895,M,42,ZUI,U,Full-time,Education,255,False
161896,M,35,ZEE,C,Unemployed,Not Applicable,78,True
161897,M,25,NOH,U,Part-time,Healthcare,84,False
161898,M,26,GEL,J,Full-time,Technology,96,False
161899,M,40,NOH,C,Self-employed,Finance,60,False
161900,M,41,UTR,C,Full-time,Healthcare,124,False
161901,F,52,NOH,M,Self-employed,Education,241,False
161902,M,63,OVE,U,Part-time,Education,249,False
161903,F,39,DRE,U,Part-time,Retail,58,False
161904,M,52,NOH,U,Full-time,Healthcare,214,False
161905,F,26,LIM,U,Full-time,Public Sector,66,False
161907,F,40,UTR,U,Part-time,Healthcare,77,False
161908,M,42,NOB,O,Full-time,Public Sector,215,False
161909,M,20,ZUI,U,Unemployed,Not Applicable,28,True
161910,M,36,OVE,C,Part-time,Retail,143,False
161911,F,30,NOH,M,Part-time,Retail,40,False
161912,M,35,NOH,M,Part-time,Technology,204,False
161913,M,30,FRI,U,Full-time,Finance,118,False
161914,F,58,ZUI,C,Part-time,Healthcare,211,False
161916,F,39,ZUI,U,Full-time,Finance,219,False
161918,F,58,OVE,U,Part-time,Education,127,False
161919,F,39,GEL,U,Self-employed,Public Sector,237,False
161920,F,54,ZUI,U,Full-time,Retail,138,False
161921,M,35,OVE,U,Full-time,Public Sector,163,False
161922,F,38,NOB,U,Part-time,Healthcare,50,False
161923,F,61,GEL,C,Unemployed,Not Applicable,218,True
161925,M,64,NOB,U,Full-time,Retail,171,False
161926,F,48,NOB,U,Full-time,Healthcare,56,False
161927,M,32,ZUI,J,Full-time,Healthcare,89,False
161928,M,37,GEL,M,Full-time,Finance,66,False
161929,F,48,ZUI,U,Full-time,Retail,119,False
161930,M,46,NOB,U,Full-time,Manufacturing,226,False
161931,F,41,ZUI,O,Part-time,Public Sector,168,False
161932,F,38,NOH,U,Full-time,Manufacturing,71,False
161933,F,40,ZUI,U,Full-time,Public Sector,49,False
161935,F,67,FRI,U,Retired,Not Applicable,187,True
161936,F,39,LIM,M,Full-time,Finance,204,False
161937,F,51,LIM,O,Full-time,Education,90,False
161938,F,25,OVE,M,Unemployed,Not Applicable,37,True
161939,F,58,NOH,U,Full-time,Manufacturing,96,False
161940,F,46,GEL,O,Full-time,Healthcare,177,False
161941,F,36,GEL,U,Full-time,Retail,181,False
161942,M,20,ZEE,U,Unemployed,Not Applicable,24,True
161943,F,71,FLE,U,Retired,Not Applicable,108,True
161945,F,55,LIM,C,Full-time,Technology,195,False
161946,F,54,UTR,U,Full-time,Public Sector,269,False
161947,M,26,LIM,C,Full-time,Finance,62,False
161948,M,62,UTR,C,Full-time,Education,188,False
161949,F,45,GEL,C,Full-time,Healthcare,90,False
161950,F,28,UTR,U,Self-employed,Education,120,False
161951,M,44,FRI,M,Full-time,Public Sector,107,False
161952,F,71,UTR,O,Retired,Not Applicable,201,True
161953,M,37,NOB,U,Full-time,Technology,95,False
161954,M,61,ZUI,U,Part-time,Retail,252,False
161955,F,27,NOH,O,Full-time,Public Sector,108,False
161956,M,55,NOB,U,Self-employed,Public Sector,199,False
161957,M,53,NOH,C,Self-employed,Manufacturing,195,False
161958,M,32,ZUI,C,Full-time,Technology,112,False
161959,F,49,NOB,U,Full-time,Education,190,False
161960,F,33,DRE,J,Full-time,Finance,75,False
161961,M,53,OVE,C,Self-employed,Finance,140,False
161962,F,49,NOB,M,Full-time,Education,236,False
